model,story_id,user_story,plantuml
azure/gpt-4o,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.","```plantuml
@startuml
actor Admin
database UserActivityDatabase
participant UserActivityManager

Admin -> UserActivityManager: Request to handle all users' activities
UserActivityManager --> UserActivityDatabase: Fetch user activity data
UserActivityDatabase --> UserActivityManager: Provide user activity details
UserActivityManager --> Admin: Display user activity management interface

activate Admin
deactivate Admin

@enduml
```"
azure/gpt-4o,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","```plantuml
@startuml
actor Employee
participant RoutePlanningSystem
participant MapService

Employee -> RoutePlanningSystem: Request route guidance
RoutePlanningSystem -> MapService: Fetch route and neighborhood map
MapService --> RoutePlanningSystem: Provide route and map details
RoutePlanningSystem --> Employee: Display route guidance

activate Employee
deactivate Employee

@enduml
```"
azure/gpt-4o,51,"As a librarian, I want to delete books from the library.","```plantuml
@startuml
actor Librarian
database LibraryDatabase
participant BookDeleter

Librarian -> BookDeleter: Request to delete book
BookDeleter --> LibraryDatabase: Check if book exists
LibraryDatabase --> BookDeleter: Book exists confirmation

BookDeleter --> LibraryDatabase: Delete book from database
LibraryDatabase --> BookDeleter: Confirmation of deletion
BookDeleter --> Librarian: Notify book deletion successful

@enduml
```"
azure/gpt-4o,53,"As an OlderPerson, I want to be able to see my training Performance.","```plantuml
@startuml
actor OlderPerson
database PerformanceDatabase
participant TrainingPerformanceTracker

OlderPerson -> TrainingPerformanceTracker: Request training performance details
TrainingPerformanceTracker --> PerformanceDatabase: Retrieve performance data
PerformanceDatabase --> TrainingPerformanceTracker: Provide training performance details
TrainingPerformanceTracker --> OlderPerson: Display training performance

activate OlderPerson
deactivate OlderPerson

@enduml
```"
azure/gpt-4o,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.","```plantuml
@startuml
actor AgencyUser
participant FlexFieldManager
database SystemDatabase
participant PerformanceOptimizer

AgencyUser -> FlexFieldManager: Add large number of flexfields
FlexFieldManager --> SystemDatabase: Store flexfield definitions
SystemDatabase --> FlexFieldManager: Confirmation of storage

FlexFieldManager -> PerformanceOptimizer: Optimize performance for flexfields
PerformanceOptimizer --> SystemDatabase: Analyze flexfield usage and performance impact
SystemDatabase --> PerformanceOptimizer: Provide system performance metrics
PerformanceOptimizer --> FlexFieldManager: Apply optimization strategies

FlexFieldManager --> AgencyUser: Confirmation of flexfield addition and optimization

@enduml
```"
azure/gpt-4o,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.","```plantuml
@startuml
actor Moderator
database EstimateDatabase
participant EstimateInputForm
participant ItemManager

Moderator -> EstimateInputForm: Enter the agreed-upon estimate
EstimateInputForm --> Moderator: Confirm estimate entry

activate Moderator

Moderator -> EstimateDatabase: Save the agreed-upon estimate
EstimateDatabase --> ItemManager: Notify of saved estimate
ItemManager -> Moderator: Confirmation to proceed to the next item

deactivate Moderator
@enduml
```"
azure/gpt-4o,59,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","```plantuml
@startuml
actor Researcher
database InstitutionalRepository
database CRIS
participant DMPSystem
participant ReportGenerator

Researcher -> DMPSystem: Record DMP record for research project
DMPSystem --> Researcher: Confirmation of record

Researcher -> InstitutionalRepository: Record publication in Institutional Repository
InstitutionalRepository --> Researcher: Confirmation of record

Researcher -> CRIS: Record publication in CRIS
CRIS --> Researcher: Confirmation of record

Researcher -> DMPSystem: Link recorded publication with DMP record
DMPSystem --> Researcher: Confirmation of link

Researcher -> ReportGenerator: Generate research output report for a project
ReportGenerator --> DMPSystem: Retrieve linked DMP records
DMPSystem --> ReportGenerator: Provide linked DMP records
ReportGenerator --> InstitutionalRepository: Retrieve linked publications
InstitutionalRepository --> ReportGenerator: Provide linked publications
ReportGenerator --> CRIS: Retrieve linked publications
CRIS --> ReportGenerator: Provide linked publications
ReportGenerator --> Researcher: Generate and present research output report

@enduml
```"
azure/gpt-4o,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","```plantuml
@startuml
actor Attendee
participant VenueDirectionService
database VenueDatabase

Attendee -> VenueDirectionService: Request detailed directions to summit venue
VenueDirectionService --> VenueDatabase: Fetch venue location and route details
VenueDatabase --> VenueDirectionService: Provide venue details
VenueDirectionService --> Attendee: Display detailed directions to summit venue

activate Attendee
deactivate Attendee

@enduml
```"
azure/gpt-4o,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","```plantuml
@startuml
sponsor->System: post job
System->DrupalTalentPool: notify top-tier Drupal talent
@enduml
```"
azure/gpt-4o,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","```plantuml
@startuml
moderator->game:export transcript as CSV
game->System:generate CSV file
System->moderator:provide CSV file
@enduml
```"
azure/gpt-4o,69,"As a repoadmin, I want to have Symplectic Elements to communicate","Here is a valid sequence diagram for the provided user story:

```plantuml
@startuml
actor RepoAdmin
participant SymplecticElements
participant Repository

RepoAdmin -> SymplecticElements: Configure communication with repository
activate SymplecticElements
SymplecticElements -> Repository: Establish connection
Repository --> SymplecticElements: Connection established successfully

SymplecticElements --> RepoAdmin: Communication configured successfully
deactivate SymplecticElements

RepoAdmin -> SymplecticElements: Send data to repository
activate SymplecticElements
SymplecticElements -> Repository: Transfer data
Repository --> SymplecticElements: Data received successfully

SymplecticElements --> RepoAdmin: Data transfer complete
deactivate SymplecticElements
@enduml
```"
azure/gpt-4o,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","```plantuml
@startuml
actor Researcher
participant DMP System
database InstitutionalRepository
database CRIS
database HRSystem

Researcher -> DMPSystem: Create new DMP record
DMPSystem -> InstitutionalRepository: Request existing project information
InstitutionalRepository --> DMPSystem: Provide project information

DMPSystem -> CRIS: Request existing research information
CRIS --> DMPSystem: Provide research information

DMPSystem -> HRSystem: Request researcher details
HRSystem --> DMPSystem: Provide researcher details

DMPSystem --> Researcher: Prepopulate DMP record with retrieved information

@enduml
```"
azure/gpt-4o,73,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.","```plantuml
@startuml
actor OlderPerson
actor ALFRED
database SettingsStorage

OlderPerson -> ALFRED: Set Game Duration Limit
ALFRED -> ALFRED: Validate Input
ALFRED -> SettingsStorage: Store Duration Limit
SettingsStorage --> ALFRED: Confirm Save
ALFRED --> OlderPerson: Acknowledge Limit Set

@enduml
```"
azure/gpt-4o,77,"As a manager, I want to save the menu each month.","```plantuml
@startuml
manager->System:save menu for the month
@enduml
```"
azure/gpt-4o,79,"As an Archivist, I want to upload an EAD for import from within the frontend application.","```plantuml
@startuml
archivist->frontend_application:upload EAD for import
frontend_application->import_service:import EAD
@enduml
```"
azure/gpt-4o,81,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.","```plantuml
@startuml
pi->data_plan:define data type and storage requirements
@enduml
```"
azure/gpt-4o,83,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.","```plantuml
@startuml
actor Member
database ReservationDatabase
participant ReservationManager

Member -> ReservationManager: Request to remove reservation
ReservationManager --> ReservationDatabase: Delete reservation from database
ReservationDatabase --> ReservationManager: Confirm reservation removal
ReservationManager --> Member: Notify reservation cancellation

activate Member
deactivate Member

@enduml
```"
azure/gpt-4o,85,"As a librarian, I want to update pages for book information.","```plantuml
@startuml
actor Librarian
database LibraryDatabase
participant BookPageUpdater

Librarian -> BookPageUpdater: Request to update book information
BookPageUpdater -> LibraryDatabase: Retrieve current book information
LibraryDatabase --> BookPageUpdater: Provide current book information

BookPageUpdater -> Librarian: Display current book information
Librarian -> BookPageUpdater: Submit updated book information
BookPageUpdater -> LibraryDatabase: Update book information in database
LibraryDatabase --> BookPageUpdater: Confirm update

BookPageUpdater -> Librarian: Confirmation of successful update

@enduml
```"
