model,prompt_id,story_id,user_story,plantuml
azure/gpt-5.1,5,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","@startuml
actor Sponsor
participant ""Web Browser"" as Browser
participant ""Drupal Talent Platform"" as Platform
database ""Job Database"" as DB
participant ""Notification Service"" as Notify

Sponsor -> Browser: Access ""Post a Job"" page
Browser -> Platform: GET /jobs/new
Platform -> Browser: Render job posting form

Sponsor -> Browser: Enter job details\n(title, description, budget, skills)
Sponsor -> Browser: Submit job posting
Browser -> Platform: POST /jobs

Platform -> Platform: Validate job data
Platform -> DB: Save new job posting
DB --> Platform: Job saved (ID)

Platform -> Notify: Trigger job posted notifications
Notify -> ""Qualified Drupal Developers"" as Developers: Send new job notification

Platform --> Browser: Show confirmation\nand job details
Browser --> Sponsor: Display posted job\nwith job ID

@enduml"
azure/gpt-5.1,5,64,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","@startuml
actor Sponsor
participant ""Web Browser"" as Browser
participant ""Drupal Talent Platform"" as Platform
database ""Job Database"" as DB
participant ""Notification Service"" as Notify

Sponsor -> Browser: Access ""Post a Job"" page
Browser -> Platform: GET /jobs/new
Platform -> Browser: Render job posting form

Sponsor -> Browser: Enter job details\n(title, description, budget, skills)
Sponsor -> Browser: Submit job posting
Browser -> Platform: POST /jobs

Platform -> Platform: Validate job data
Platform -> DB: Save new job posting
DB --> Platform: Job saved (ID)

Platform -> Notify: Trigger job posted notifications
Notify -> ""Qualified Drupal Developers"" as Developers: Send new job notification

Platform --> Browser: Show confirmation\nand job details
Browser --> Sponsor: Display posted job\nwith job ID

@enduml"
azure/gpt-5.1,5,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","@startuml
actor Moderator
participant ""Web UI"" as UI
participant ""Game Service"" as GameService
participant ""Transcript Service"" as TranscriptService
database ""Database"" as DB
participant ""CSV Generator"" as CSVGen
participant ""File Storage"" as Storage

Moderator -> UI : Click ""Export Transcript (CSV)""
UI -> GameService : GET /games/{gameId}/transcript/export
GameService -> TranscriptService : Request transcript for gameId
TranscriptService -> DB : Query stories, estimates, metadata
DB --> TranscriptService : Transcript data
TranscriptService --> GameService : Transcript domain model

GameService -> CSVGen : Generate CSV from transcript
CSVGen --> GameService : CSV content

GameService -> Storage : Store CSV file
Storage --> GameService : CSV file URL

GameService --> UI : CSV file URL
UI --> Moderator : Prompt download of CSV file

@enduml"
azure/gpt-5.1,5,66,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","@startuml
actor Moderator
participant ""Web UI"" as UI
participant ""Game Service"" as GameService
participant ""Transcript Service"" as TranscriptService
database ""Database"" as DB
participant ""CSV Generator"" as CSVGen
participant ""File Storage"" as Storage

Moderator -> UI : Click ""Export Transcript (CSV)""
UI -> GameService : GET /games/{gameId}/transcript/export
GameService -> TranscriptService : Request transcript for gameId
TranscriptService -> DB : Query stories, estimates, metadata
DB --> TranscriptService : Transcript data
TranscriptService --> GameService : Transcript domain model

GameService -> CSVGen : Generate CSV from transcript
CSVGen --> GameService : CSV content

GameService -> Storage : Store CSV file
Storage --> GameService : CSV file URL

GameService --> UI : CSV file URL
UI --> Moderator : Prompt download of CSV file

@enduml"
azure/gpt-5.1,5,67,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.","@startuml
actor Archivist
participant ""Publication Management System"" as PMS
database ""Repository"" as Repo
participant ""Citation Index"" as CI
participant ""Researcher Portal"" as RP

Archivist -> PMS : Search researcher publications
PMS -> Repo : Query publications by researcher
Repo --> PMS : List of publications
PMS --> Archivist : Display publications

Archivist -> PMS : Select publication to link
PMS -> Repo : Retrieve electronic version metadata
Repo --> PMS : Electronic version details

Archivist -> PMS : Search matching citation
PMS -> CI : Query citations for publication
CI --> PMS : Matching citation list
PMS --> Archivist : Display matching citations

Archivist -> PMS : Select citation and confirm link
PMS -> Repo : Store link between publication and citation
Repo --> PMS : Link stored confirmation

PMS -> RP : Update available publication links
RP --> PMS : Acknowledgment of update

Archivist -> PMS : Share linked publication with researchers
PMS -> RP : Provide access link to electronic version
RP --> Archivist : Confirmation of share availability
@enduml"
azure/gpt-5.1,5,68,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.","@startuml
actor Archivist
participant ""Publication Management System"" as PMS
database ""Repository"" as Repo
participant ""Citation Index"" as CI
participant ""Researcher Portal"" as RP

Archivist -> PMS : Search researcher publications
PMS -> Repo : Query publications by researcher
Repo --> PMS : List of publications
PMS --> Archivist : Display publications

Archivist -> PMS : Select publication to link
PMS -> Repo : Retrieve electronic version metadata
Repo --> PMS : Electronic version details

Archivist -> PMS : Search matching citation
PMS -> CI : Query citations for publication
CI --> PMS : Matching citation list
PMS --> Archivist : Display matching citations

Archivist -> PMS : Select citation and confirm link
PMS -> Repo : Store link between publication and citation
Repo --> PMS : Link stored confirmation

PMS -> RP : Update available publication links
RP --> PMS : Acknowledgment of update

Archivist -> PMS : Share linked publication with researchers
PMS -> RP : Provide access link to electronic version
RP --> Archivist : Confirmation of share availability
@enduml"
azure/gpt-5.1,5,69,"As a repoadmin, I want to have Symplectic Elements to communicate","@startuml
title Symplectic Elements Communication for Repo Admin

actor RepoAdmin as RA
participant ""Symplectic Elements\n(UI)"" as SE_UI
participant ""Symplectic Elements\n(Backend)"" as SE_BE
participant ""Repository System"" as REPO

RA -> SE_UI : Initiate communication
SE_UI -> SE_BE : Send communication request
SE_BE -> REPO : Connect and authenticate
REPO --> SE_BE : Authentication result

alt Authentication successful
  SE_BE -> REPO : Exchange metadata
  REPO --> SE_BE : Metadata response
  SE_BE -> SE_UI : Display communication status
  SE_UI --> RA : Show successful communication
else Authentication failed
  SE_BE -> SE_UI : Display error
  SE_UI --> RA : Show communication failure
end

@enduml"
azure/gpt-5.1,5,70,"As a repoadmin, I want to have Symplectic Elements to communicate","@startuml
title Symplectic Elements Communication for Repo Admin

actor RepoAdmin as RA
participant ""Symplectic Elements\n(UI)"" as SE_UI
participant ""Symplectic Elements\n(Backend)"" as SE_BE
participant ""Repository System"" as REPO

RA -> SE_UI : Initiate communication
SE_UI -> SE_BE : Send communication request
SE_BE -> REPO : Connect and authenticate
REPO --> SE_BE : Authentication result

alt Authentication successful
  SE_BE -> REPO : Exchange metadata
  REPO --> SE_BE : Metadata response
  SE_BE -> SE_UI : Display communication status
  SE_UI --> RA : Show successful communication
else Authentication failed
  SE_BE -> SE_UI : Display error
  SE_UI --> RA : Show communication failure
end

@enduml"
azure/gpt-5.1,5,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","@startuml
actor Researcher
participant ""DMP System"" as DMP
participant ""Institutional Identity System"" as IdP
participant ""Research Information System"" as RIS
participant ""Grants Management System"" as GMS
database ""Institutional Data Repositories"" as Repo

Researcher -> DMP: Access DMP creation interface
DMP -> IdP: Authenticate researcher
IdP --> DMP: Authentication success + researcher identifier

DMP -> RIS: Request researcher profile and project data\n(using researcher identifier)
RIS --> DMP: Researcher profile, affiliations,\nprojects, publications

DMP -> GMS: Request grant and funding information\n(for active projects)
GMS --> DMP: Grant details, funders,\nproject codes, timelines

DMP -> Repo: Request standardized metadata\n(affiliations, funders, organizations)
Repo --> DMP: Controlled vocabularies and identifiers

DMP -> DMP: Map and transform retrieved data\ninto DMP data model
DMP -> DMP: Validate data against\ninstitutional standards

DMP -> Researcher: Display prepopulated DMP fields\n(profile, project, grant, and institutional data)

Researcher -> DMP: Review and adjust prepopulated data
DMP -> DMP: Update DMP with researcher edits\nwhile preserving standard identifiers

DMP -> Researcher: Confirm DMP prepopulation complete\nwith accurate and standardized information
@enduml"
azure/gpt-5.1,5,72,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","@startuml
actor Researcher
participant ""DMP System"" as DMP
participant ""Institutional Identity System"" as IdP
participant ""Research Information System"" as RIS
participant ""Grants Management System"" as GMS
database ""Institutional Data Repositories"" as Repo

Researcher -> DMP: Access DMP creation interface
DMP -> IdP: Authenticate researcher
IdP --> DMP: Authentication success + researcher identifier

DMP -> RIS: Request researcher profile and project data\n(using researcher identifier)
RIS --> DMP: Researcher profile, affiliations,\nprojects, publications

DMP -> GMS: Request grant and funding information\n(for active projects)
GMS --> DMP: Grant details, funders,\nproject codes, timelines

DMP -> Repo: Request standardized metadata\n(affiliations, funders, organizations)
Repo --> DMP: Controlled vocabularies and identifiers

DMP -> DMP: Map and transform retrieved data\ninto DMP data model
DMP -> DMP: Validate data against\ninstitutional standards

DMP -> Researcher: Display prepopulated DMP fields\n(profile, project, grant, and institutional data)

Researcher -> DMP: Review and adjust prepopulated data
DMP -> DMP: Update DMP with researcher edits\nwhile preserving standard identifiers

DMP -> Researcher: Confirm DMP prepopulation complete\nwith accurate and standardized information
@enduml"
azure/gpt-5.1,5,73,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.","@startuml
title Game Duration Limit Setting

actor OlderPerson
participant ""ALFRED System"" as ALFRED
participant ""Game Settings"" as Settings
participant ""Game Session"" as Game

OlderPerson -> ALFRED : Open game settings
ALFRED -> Settings : Retrieve available game settings
Settings --> ALFRED : Return current settings
ALFRED --> OlderPerson : Display game settings

OlderPerson -> ALFRED : Select duration limit option
ALFRED --> OlderPerson : Prompt to choose duration

OlderPerson -> ALFRED : Set desired game duration limit
ALFRED -> Settings : Save duration limit
Settings --> ALFRED : Confirm save
ALFRED --> OlderPerson : Confirm duration limit set

OlderPerson -> ALFRED : Start game
ALFRED -> Game : Initialize session with duration limit
Game --> ALFRED : Session started

loop During game
  Game -> ALFRED : Notify elapsed time
  ALFRED -> Game : Check against duration limit
end

ALFRED -> OlderPerson : Notify approaching time limit
Game -> ALFRED : Time limit reached
ALFRED -> Game : Stop or pause game
ALFRED --> OlderPerson : Inform game duration limit reached

@enduml"
